C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_14_657.jpg,,,0,0,0,3.540138E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_14_735.jpg,,,0,0,0,3.080421E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_14_810.jpg,,,0,0,0,3.082678E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_14_878.jpg,,,0,0,0,3.101429E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_14_949.jpg,,,0,0,0,3.518493E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_031.jpg,,,0,0,0,3.183659E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_102.jpg,,,0,0,0,3.272809E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_185.jpg,,,0,0,0,3.119454E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_254.jpg,,,0,0,0,3.077354E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_329.jpg,,,0,0,0,3.340852E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_415.jpg,,,0,0,0,3.485852E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_495.jpg,,,0,0,0,3.093924E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_571.jpg,,,0,0,0,3.168461E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_650.jpg,,,0,0,0,3.399354E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_731.jpg,,,0,0,0,3.085582E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_817.jpg,,,0,0,0,3.194089E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_885.jpg,,,0,0,0,3.078384E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_15_966.jpg,,,0,0,0,3.098396E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_16_044.jpg,,,0,0,0,3.075223E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_16_120.jpg,,,0,0,0,3.074571E-05
C:\Users\muddassir\Creativity\SDC-Nanodegree\Behavioral-Cloning\Data_Track1\IMG\center_2017_01_30_17_14_16_195.jpg,,,0,0.1698191,0,0.05565421
